######## number of individuals with seqs
1000
num segsites 6344
0	5
1	24
2	36
3	49
4	59
5	76
6	93
7	114
8	120
9	133
10	163
11	233
12	235
13	236
14	242
15	248
16	251
17	255
18	282
19	303
20	307
21	309
22	326
23	326
24	356
25	371
26	384
27	398
28	434
29	435
30	437
31	470
32	477
33	479
34	489
35	517
36	527
37	573
38	643
39	658
40	667
41	670
42	683
43	696
44	709
45	723
46	725
47	755
48	757
49	776
50	797
51	808
52	831
53	839
54	849
55	849
56	860
57	886
58	895
59	895
60	901
61	904
62	912
63	938
64	940
65	950
66	969
67	1145
68	1159
69	1161
70	1171
71	1173
72	1181
73	1187
74	1197
75	1197
76	1203
77	1217
78	1222
79	1226
80	1238
81	1238
82	1257
83	1260
84	1264
85	1275
86	1291
87	1312
88	1316
89	1326
90	1326
91	1328
92	1414
93	1426
94	1505
95	1506
96	1523
97	1529
98	1536
99	1633
100	1653
101	1708
102	1724
103	1733
104	1758
105	1763
106	1766
107	1780
108	1785
109	1847
110	1862
111	1906
112	1910
113	1911
114	1977
115	1978
116	1989
117	1992
118	2019
119	2021
120	2023
121	2037
122	2039
123	2042
124	2044
125	2055
126	2061
127	2076
128	2079
129	2083
130	2105
131	2111
132	2133
133	2174
134	2177
135	2183
136	2203
137	2220
138	2234
139	2286
140	2297
141	2298
142	2314
143	2314
144	2320
145	2349
146	2396
147	2402
148	2411
149	2441
150	2452
151	2460
152	2478
153	2505
154	2542
155	2562
156	2587
157	2588
158	2615
159	2617
160	2618
161	2629
162	2629
163	2631
164	2650
165	2667
166	2691
167	2708
168	2715
169	2720
170	2726
171	2734
172	2746
173	2746
174	2756
175	2776
176	2781
177	2793
178	2796
179	2831
180	2857
181	2867
182	2888
183	2900
184	2903
185	2914
186	2934
187	3002
188	3007
189	3011
190	3028
191	3051
192	3055
193	3097
194	3103
195	3120
196	3130
197	3132
198	3133
199	3157
200	3179
201	3188
202	3196
203	3270
204	3273
205	3277
206	3313
207	3320
208	3333
209	3381
210	3382
211	3385
212	3432
213	3434
214	3439
215	3447
216	3454
217	3458
218	3499
219	3500
220	3546
221	3546
222	3565
223	3572
224	3577
225	3578
226	3594
227	3619
228	3640
229	3669
230	3681
231	3688
232	3706
233	3719
234	3721
235	3729
236	3729
237	3734
238	3742
239	3753
240	3777
241	3779
242	3786
243	3786
244	3788
245	3826
246	3865
247	3891
248	3909
249	3933
250	3945
251	3956
252	4006
253	4050
254	4053
255	4058
256	4058
257	4074
258	4087
259	4106
260	4160
261	4172
262	4181
263	4251
264	4254
265	4277
266	4292
267	4333
268	4349
269	4356
270	4370
271	4374
272	4382
273	4437
274	4458
275	4459
276	4502
277	4580
278	4583
279	4614
280	4617
281	4628
282	4639
283	4675
284	4686
285	4735
286	4749
287	4762
288	4782
289	4804
290	4826
291	4860
292	4899
293	4905
294	4910
295	4940
296	4953
297	4953
298	4957
299	4965
300	4971
301	4981
302	4989
303	4991
304	5013
305	5018
306	5023
307	5044
308	5044
309	5057
310	5060
311	5088
312	5103
313	5105
314	5107
315	5111
316	5133
317	5148
318	5161
319	5169
320	5170
321	5177
322	5190
323	5195
324	5211
325	5223
326	5272
327	5274
328	5294
329	5304
330	5315
331	5326
332	5338
333	5352
334	5355
335	5362
336	5371
337	5376
338	5377
339	5386
340	5396
341	5404
342	5404
343	5446
344	5450
345	5466
346	5477
347	5483
348	5507
349	5512
350	5540
351	5565
352	5574
353	5588
354	5613
355	5628
356	5640
357	5663
358	5676
359	5695
360	5696
361	5709
362	5738
363	5757
364	5766
365	5783
366	5806
367	5808
368	5824
369	5831
370	5857
371	5857
372	5876
373	5877
374	5891
375	5895
376	5911
377	5923
378	5951
379	5951
380	5971
381	5983
382	5985
383	5991
384	6046
385	6068
386	6089
387	6090
388	6093
389	6103
390	6110
391	6116
392	6125
393	6125
