######## number of individuals with seqs
50
num segsites 591
0	95
1	221
2	334
3	344
4	600
5	823
6	902
7	1048
8	1054
9	1116
10	1194
11	1384
12	1486
13	1528
14	1701
15	2151
16	2307
17	2592
18	2656
19	2960
20	3016
21	3088
22	3198
23	3230
24	3272
25	3497
26	3690
27	3884
28	4152
29	4496
30	4695
31	4708
32	5495
33	5924
34	5969
35	6270
36	6536
37	6573
38	6630
39	6673
40	6905
41	7145
42	7288
43	7458
44	7772
45	7892
46	8257
47	8322
48	8496
49	8824
50	9246
51	9519
52	9731
53	9827
54	9847
55	9857
56	9872
57	9929
58	10239
59	10248
60	10418
61	10891
62	10915
63	11020
64	11033
65	11275
66	11322
67	11446
68	11707
69	11752
70	12204
71	12214
72	12286
73	12525
74	12702
75	12939
76	13014
77	13150
78	13162
79	13187
80	13196
81	13223
82	13270
83	13279
84	13288
85	13319
86	13457
87	13522
88	13668
89	13712
90	13919
91	14386
92	14486
93	14527
94	15032
95	15220
96	15238
97	15490
98	15594
99	15800
100	15834
101	16098
102	16185
103	16358
104	16430
105	16781
106	17173
107	17223
108	17289
109	17417
110	17566
111	17590
112	17624
113	17629
114	18069
115	18084
116	18152
117	18186
118	18469
119	18565
120	18668
121	18704
122	18732
123	18767
124	19234
125	19490
126	19544
127	19742
128	19921
129	20011
130	20041
131	20273
132	20314
133	20326
134	20395
135	20578
136	20695
137	20960
138	20999
139	21186
140	21245
141	21272
142	21318
143	21351
144	21396
145	22439
146	22560
147	22578
148	23029
149	23127
150	23311
151	23321
152	24184
153	24295
154	24366
155	24521
156	24546
157	24616
158	24783
159	24804
160	25049
161	25221
162	25314
163	25325
164	25348
165	25371
166	27252
167	27270
168	27341
169	27492
170	27516
171	27564
172	27666
173	27695
174	27903
175	28358
176	28394
177	28505
178	28887
179	29048
180	29051
181	29761
182	29824
183	29969
184	29988
185	30064
186	30111
187	30157
188	30405
189	31111
190	31452
191	31622
192	31857
193	31898
194	32166
195	32727
196	32815
197	32916
198	33142
199	33736
200	33754
201	33792
202	34324
203	34799
204	34918
205	34993
206	35030
207	35222
208	35423
209	35763
210	35985
211	36226
212	36572
213	36614
214	36928
215	36934
216	37309
217	37407
218	37421
219	37478
220	37614
221	37793
222	37887
223	38234
224	38382
225	39218
226	39392
227	39402
228	39655
229	39733
230	39835
231	39952
232	40456
233	41034
234	41080
235	41206
236	41227
237	41252
238	41349
239	41475
240	41636
241	41735
242	41758
243	41900
244	42075
245	42088
246	42400
247	42565
248	42691
249	42729
250	42877
251	42907
252	43686
253	44170
254	44385
255	44488
256	44644
257	44690
258	44697
259	44753
260	44792
261	45057
262	45240
263	45754
264	45791
265	45817
266	45854
267	46041
268	46234
269	46317
270	46372
271	46516
272	46738
273	46740
274	46999
275	47018
276	47049
277	47164
278	47213
279	47287
280	47628
281	47880
282	48554
283	48563
284	48744
285	49543
286	49776
287	49817
288	49817
289	50208
290	50428
291	50465
292	50532
293	50572
294	50697
295	50932
296	50961
297	51302
298	51645
299	51975
300	52128
301	52275
302	52611
303	52651
304	52739
305	53082
306	53538
307	53752
308	54197
309	54414
310	54630
311	54682
312	54770
313	55044
314	55117
315	55451
316	55737
317	55876
318	56232
319	56257
320	56342
321	56386
322	56510
323	56623
324	56653
325	56688
326	57369
327	57523
328	57640
329	57801
330	58092
331	58177
332	58291
333	58296
334	58506
335	58723
336	58727
337	58730
338	58804
339	59453
340	59454
341	59675
342	59758
343	59781
344	60090
345	60177
346	60199
347	60317
348	60584
349	60628
350	60658
351	61069
352	61217
353	61412
354	61566
355	61649
356	61666
357	61711
358	61861
359	61878
360	61927
361	62379
362	62452
363	62697
364	63138
365	63202
366	63238
367	63286
368	63315
369	63730
370	63760
371	63884
372	64326
373	64381
374	65000
375	65117
376	65472
377	65553
378	65584
379	65699
380	66325
381	66512
382	66737
383	67038
384	67102
385	67332
386	67365
387	67397
388	67503
389	67697
390	67805
391	67883
392	68325
393	68357
394	68509
395	68626
396	68631
397	68747
398	68824
399	68846
400	69053
401	69071
402	69371
403	69605
404	69646
405	69722
406	69819
407	69835
408	69849
409	70108
410	70151
411	70333
412	70385
413	70560
414	70597
415	70645
416	70704
417	70758
418	70808
419	71334
420	71431
421	71536
422	71691
423	71779
424	72022
425	72323
426	72569
427	72710
428	72967
429	73110
430	73509
431	73816
432	73820
433	73857
434	73888
435	73991
436	74113
437	74246
438	74360
439	74656
440	74805
441	74876
442	75085
443	75295
444	75409
445	75738
446	75907
447	76062
448	76107
449	76207
450	76359
451	76475
452	76762
453	76865
454	77000
455	77051
456	77079
457	77720
458	77820
459	77885
460	78040
461	78930
462	79004
463	79244
464	79325
465	79444
466	79478
467	79493
468	79791
469	80078
470	80094
471	80168
472	80368
473	80617
474	80627
475	80809
476	80885
477	81017
478	81227
479	81326
480	81585
481	81679
482	81746
483	81767
484	81788
485	81999
486	82322
487	82374
488	82491
489	82921
490	83695
491	84041
492	84064
493	84472
494	84784
495	84839
496	84892
497	84894
498	84900
499	85003
500	85059
501	85060
502	85420
503	85593
504	85779
505	85805
506	85821
507	86312
508	86571
509	86999
510	87177
511	87327
512	87471
513	87567
514	87706
515	87921
516	87985
517	88059
518	88522
519	88639
520	88732
521	88908
522	89159
523	89316
524	89541
525	89585
526	89882
527	89894
528	89957
529	90272
530	90632
531	90914
532	91068
533	91143
534	91245
535	91349
536	91420
537	91603
538	91765
539	91954
540	92068
541	92360
542	92532
543	92534
544	92788
545	92799
546	92847
547	92860
548	93112
549	93227
550	93614
551	93964
552	94058
553	94227
554	94490
555	94604
556	94647
557	94728
558	94786
559	94949
560	95048
561	95292
562	95618
563	95623
564	95720
565	96047
566	96152
567	96316
568	96502
569	96525
570	96639
571	96719
572	96751
573	96770
574	96810
575	96918
576	96986
577	96995
578	97507
579	97705
580	97724
581	97738
582	97995
583	98239
584	98276
585	98612
586	98651
587	98758
588	98897
589	98908
590	99195

num segsites unfiltered 589
num segsites filtered: 589
